Ticker,AdjClose,SMA200,DeltaToSMA200,PctBelow,WeeklyMean,Return_5d,Return_21d,Return_63d,Vol_20d,52wHigh,52wLow,PctFrom52wHigh,PctFrom52wLow,SMA200_Slope_20d,Name,Universe
FDR.MC,18.5,22.90490089416504,-4.4049008941650385,-19.231259347152097,18.62750005722046,-0.05660380294764622,-0.12322276466653892,-0.2873651520633016,0.2628435282628593,25.959999084472656,18.469999313354492,-28.73651520633016,0.1624292786184034,-0.914831419509754,"Fluidra, S.A.",IBEX35
GRF.MC,9.175999641418457,10.865781941413879,-1.6897822999954215,-15.551410005339605,8.876499891281128,0.0021843057873947025,-0.02049534462784508,-0.1600915806664861,0.28190958241433717,13.358515739440918,8.666000366210938,-31.3097366474152,5.885059469833687,-2.297034678551757,"Grifols, S.A.",IBEX35
AMS.MC,51.2599983215332,60.094751319885255,-8.834752998352052,-14.701372090425224,51.489999771118164,0.008261175603555326,0.028904027208546568,0.01746719402066277,0.33771765413620697,73.4661865234375,46.63999938964844,-30.226406531690575,9.90565821686129,-3.1837264561741963,"Amadeus IT Group, S.A.",IBEX35
ROVI.MC,59.400001525878906,67.0475001335144,-7.647498607635498,-11.406090596079977,60.61249923706055,-0.05789052744406986,-0.29994104190826043,-0.23007128514503017,0.6009421670101458,85.55000305175781,50.73373031616211,-30.566920623086524,17.081872662842624,3.175229434143101,"Laboratorios Farmaceuticos Rovi, S.A.",IBEX35
RED.MC,14.489999771118164,15.430895156860352,-0.9408953857421878,-6.097477665279061,14.525000095367432,-0.01962110738108447,-0.042932665618548804,-0.0615284867282071,0.12318518429130512,17.809490203857422,14.210000038146973,-18.638885194031417,1.970441465302808,-1.6165326287965076,"Redeia Corporación, S.A.",IBEX35
IAG.MC,4.443999767303467,4.526335110664368,-0.08233534336090109,-1.8190288908771501,4.567999958992004,-0.02969435778779206,-0.021360961117241728,-0.09269089793951435,0.4966736951869822,5.236000061035156,3.5167388916015625,-15.126055853695142,26.36706631579404,0.471928368839869,International Consolidated Airlines Group S.A.,IBEX35
AENA.MC,23.420000076293945,23.666833086013796,-0.24683300971985034,-1.042949045285313,23.34499979019165,-0.034624902912732014,-0.0870760724276688,-0.1116241787525315,0.29467558472386096,27.598468780517578,21.036527633666992,-15.1402193268538,11.330160966358482,0.6841307145493358,"Aena S.M.E., S.A.",IBEX35
COL.MC,5.375,5.4031900215148925,-0.02819002151489247,-0.5217292266724516,5.358749985694885,-0.02802896996883142,-0.01916058735547943,0.006554278354308218,0.1864653687681664,6.090000152587891,4.914000034332275,-11.740560503665309,9.381358617152834,-0.8682666738184963,"Colonial SFL, Socimi S. A.",IBEX35
ITX.MC,49.2599983215332,49.37843849182129,-0.11844017028808906,-0.23986212182004474,49.17749881744385,-0.0649203106270021,-0.05568424029320762,-0.12095800858510275,0.309376535470186,56.942752838134766,39.74595260620117,-13.49206726699801,23.93714351143177,2.0098683058427325,"Industria de Diseño Textil, S.A.",IBEX35
CLNX.MC,28.75,28.073384437561035,0.6766155624389647,2.410167409433117,28.380000114440918,0.019865181104406826,-0.047066624882434405,-0.0017360846661483853,0.18494747149933205,33.62415313720703,24.589326858520508,-14.495987801737387,16.92064677255598,-1.250021532836454,"Cellnex Telecom, S.A.",IBEX35
BKT.MC,13.835000038146973,13.371559157371522,0.4634408807754511,3.465870175057062,13.723749876022339,-0.0219159002887519,-0.07147648373486015,-0.0069516571844686625,0.2353337178326047,15.010000228881836,10.511136054992676,-7.828115741623776,31.62230957495311,2.249446120782128,"Bankinter, S.A.",IBEX35
SAB.MC,3.319999933242798,3.2006840324401855,0.11931590080261234,3.7278250396883594,3.287999927997589,-0.025249550270166843,-0.003900393537304092,0.025007671866556835,0.2653908166581296,3.446000099182129,2.5319252014160156,-3.6564179429140475,31.12551395223051,1.409135471277101,"Banco de Sabadell, S.A.",IBEX35
TEF.MC,4.038000106811523,3.855566281080246,0.18243382573127764,4.7316998964977985,3.8925000429153442,0.04341091116806872,0.060677748820040955,0.10934065671347737,0.2940278241096651,4.68330717086792,3.2360000610351562,-13.778875493592846,24.783684507095384,-1.2461571431045093,"Telefónica, S.A.",IBEX35
CSGP,31.75,63.8702500629425,-32.1202500629425,-50.28984547780667,32.42249917984009,-0.09233846725287376,-0.192317504685401,-0.29491448232955597,0.36725205057017035,96.83000183105469,31.75,-67.21057585499565,0.0,-7.3789818835950705,"CoStar Group, Inc.",NASDAQ100
